,Recording timestamp,Computer timestamp,Sensor,Project name,Export date,Participant name,Recording name,Recording date,Recording date UTC,Recording start time,Recording start time UTC,Recording duration,Timeline name,Recording Fixation filter name,Recording software version,Recording resolution height,Recording resolution width,Recording monitor latency,Eyetracker timestamp,Event,Event value,Gaze point X,Gaze point Y,Gaze point left X,Gaze point left Y,Gaze point right X,Gaze point right Y,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil diameter left,Pupil diameter right,Validity left,Validity right,Eye position left X (DACSmm),Eye position left Y (DACSmm),Eye position left Z (DACSmm),Eye position right X (DACSmm),Eye position right Y (DACSmm),Eye position right Z (DACSmm),Gaze point left X (DACSmm),Gaze point left Y (DACSmm),Gaze point right X (DACSmm),Gaze point right Y (DACSmm),Gaze point X (MCSnorm),Gaze point Y (MCSnorm),Gaze point left X (MCSnorm),Gaze point left Y (MCSnorm),Gaze point right X (MCSnorm),Gaze point right Y (MCSnorm),Presented Stimulus name,Presented Media name,Presented Media width,Presented Media height,Presented Media position X (DACSpx),Presented Media position Y (DACSpx),Original Media width,Original Media height,Eye movement type,Gaze event duration,Eye movement type index,Fixation point X,Fixation point Y,Fixation point X (MCSnorm),Fixation point Y (MCSnorm)
24656,9819434,620682557902,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559535033.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,EyesNotFound,8.0,246.0,,,,
24657,9827754,620682566222,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559543353.0,,,1436.0,972.0,1379.0,905.0,1494.0,1038.0,"0,29818","0,30962","-0,90290","0,23952","0,38206","-0,89256",,,Valid,Valid,"230,5","94,7","446,0","294,2","100,2","429,7","377,8","247,7","409,5","284,1","0,8825","0,8996","0,8361","0,8379","0,9289","0,9613",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,269.0,,,,
24658,9836089,620682574557,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559551688.0,,,1494.0,1036.0,,,1494.0,1036.0,,,,"0,23928","0,38090","-0,89312",,"2,69",Invalid,Valid,,,,"294,3","100,3","429,6",,,"409,4","283,5","0,9285","0,9592",,,"0,9285","0,9592",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,269.0,,,,
24659,9844398,620682582866,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559559997.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,EyesNotFound,8.0,247.0,,,,
24660,9852759,620682591227,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559568358.0,,,1438.0,968.0,1372.0,904.0,1504.0,1032.0,"0,29493","0,30938","-0,90404","0,24565","0,37819","-0,89254",,,Valid,Valid,"230,6","94,9","445,7","294,1","100,4","429,3","375,9","247,4","412,3","282,3","0,8838","0,8961","0,8306","0,8371","0,9371","0,9552",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,270.0,,,,
24661,9861058,620682599526,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559576657.0,,,1502.0,1030.0,,,1502.0,1030.0,,,,"0,24458","0,37731","-0,89321",,"2,68",Invalid,Valid,,,,"294,2","100,5","429,2",,,"411,7","281,8","0,9354","0,9535",,,"0,9354","0,9535",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,270.0,,,,
24662,9869422,620682607890,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559585021.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,EyesNotFound,8.0,248.0,,,,
24663,9877754,620682616222,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559593352.0,,,1442.0,961.0,1382.0,892.0,1503.0,1030.0,"0,30086","0,30242","-0,90445","0,24513","0,37720","-0,89310",,,Valid,Valid,"230,6","95,2","445,2","294,1","100,7","428,9","378,7","244,1","411,8","281,8","0,8871","0,8897","0,8386","0,8258","0,9356","0,9536",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Saccade,25.0,65.0,,,,
24664,9886085,620682624553,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559601683.0,,,1505.0,1018.0,,,1505.0,1018.0,,,,"0,24696","0,37128","-0,89508",,"2,32",Invalid,Valid,,,,"294,1","100,8","428,8",,,"412,5","278,7","0,9375","0,9429",,,"0,9375","0,9429",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Saccade,25.0,65.0,,,,
24665,9894419,620682632887,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559610017.0,,,1339.0,921.0,1339.0,921.0,,,"0,27791","0,31896","-0,90611",,,,,,Valid,Invalid,"230,7","95,4","444,7",,,,"367,1","251,9",,,"0,8046","0,8524","0,8046","0,8524",,,thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Saccade,25.0,65.0,,,,
24666,9902721,620682641189,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559618319.0,,,1423.0,964.0,1338.0,916.0,1509.0,1013.0,"0,27738","0,31651","-0,90713","0,24985","0,36817","-0,89556",,,Valid,Valid,"230,6","95,6","444,6","294,0","101,0","428,4","366,6","250,7","413,6","277,1","0,8719","0,8929","0,8031","0,8483","0,9408","0,9376",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,271.0,,,,
24667,9911084,620682649552,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559626682.0,,,1509.0,1022.0,,,1509.0,1022.0,,,,"0,24909","0,37250","-0,89398",,"2,56",Invalid,Valid,,,,"294,1","101,1","428,4",,,"413,5","279,6","0,9405","0,9459",,,"0,9405","0,9459",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,271.0,,,,
24668,9919418,620682657886,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559635016.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,EyesNotFound,8.0,249.0,,,,
24669,9927833,620682666301,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559643431.0,,,1415.0,977.0,1329.0,927.0,1500.0,1027.0,"0,27259","0,32233","-0,90653","0,24457","0,37581","-0,89384",,,Valid,Valid,"230,6","95,8","444,2","294,0","101,1","428,2","364,2","253,7","411,1","281,2","0,8650","0,9049","0,7962","0,8585","0,9337","0,9513",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,272.0,,,,
24670,9936091,620682674559,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559651688.0,,,1503.0,1032.0,,,1503.0,1032.0,,,,"0,24601","0,37769","-0,89266",,"2,71",Invalid,Valid,,,,"294,0","101,2","428,2",,,"412,1","282,4","0,9364","0,9553",,,"0,9364","0,9553",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,272.0,,,,
24671,9944386,620682682854,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559659983.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,EyesNotFound,8.0,250.0,,,,
24672,9952716,620682691184,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559668313.0,,,1436.0,964.0,1364.0,894.0,1509.0,1035.0,"0,29257","0,30359","-0,90677","0,24883","0,37918","-0,89124",,,Valid,Valid,"230,6","95,9","444,1","293,9","101,1","428,2","373,9","244,5","413,5","283,3","0,8825","0,8929","0,8245","0,8273","0,9405","0,9585",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,273.0,,,,
24673,9961050,620682699518,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559676647.0,,,1503.0,1040.0,,,1503.0,1040.0,,,,"0,24530","0,38162","-0,89118",,"2,82",Invalid,Valid,,,,"294,0","101,1","428,3",,,"411,9","284,5","0,9358","0,9626",,,"0,9358","0,9626",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,273.0,,,,
24674,9969392,620682707860,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559684988.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,EyesNotFound,8.0,251.0,,,,
24675,9977741,620682716209,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559693338.0,,,1437.0,951.0,1371.0,866.0,1502.0,1035.0,"0,29771","0,28928","-0,90977","0,24545","0,37956","-0,89201",,,Valid,Valid,"230,6","95,8","444,0","293,9","101,0","428,2","375,9","237,0","411,8","283,2","0,8830","0,8801","0,8304","0,8019","0,9356","0,9584",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Saccade,25.0,66.0,,,,
24676,9986080,620682724548,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559701677.0,,,1506.0,1033.0,,,1506.0,1033.0,,,,"0,24730","0,37813","-0,89211",,"2,78",Invalid,Valid,,,,"294,0","101,0","428,3",,,"412,8","282,6","0,9384","0,9561",,,"0,9384","0,9561",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Saccade,25.0,66.0,,,,
24677,9994446,620682732914,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559710042.0,,,1342.0,917.0,1342.0,917.0,,,"0,27970","0,31712","-0,90620",,,,,,Valid,Invalid,"230,7","95,7","443,9",,,,"367,7","251,1",,,"0,8063","0,8495","0,8063","0,8495",,,thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Saccade,25.0,66.0,,,,
24678,10002712,620682741180,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559718308.0,,,1421.0,983.0,1340.0,938.0,1503.0,1028.0,"0,27803","0,32739","-0,90306","0,24572","0,37640","-0,89328",,,Valid,Valid,"230,6","95,7","444,1","294,0","100,9","428,4","367,3","256,7","411,8","281,4","0,8705","0,9104","0,8053","0,8686","0,9357","0,9522",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,274.0,,,,
24679,10011045,620682749513,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559726641.0,,,1501.0,1029.0,,,1501.0,1029.0,,,,"0,24477","0,37684","-0,89335",,"2,76",Invalid,Valid,,,,"294,0","100,9","428,6",,,"411,5","281,7","0,9346","0,9530",,,"0,9346","0,9530",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,274.0,,,,
24680,10019408,620682757876,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559735004.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,EyesNotFound,8.0,252.0,,,,
24681,10027709,620682766177,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559743304.0,,,1424.0,981.0,1340.0,942.0,1508.0,1021.0,"0,27761","0,32923","-0,90252","0,24901","0,37250","-0,89400",,,Valid,Valid,"230,5","95,6","444,3","294,0","100,8","428,7","367,2","257,7","413,4","279,4","0,8726","0,9086","0,8049","0,8719","0,9402","0,9452",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,275.0,,,,
24682,10036069,620682774537,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559751665.0,,,1510.0,1020.0,,,1510.0,1020.0,,,,"0,24971","0,37216","-0,89394",,"2,81",Invalid,Valid,,,,"294,0","100,8","428,8",,,"413,8","279,3","0,9415","0,9449",,,"0,9415","0,9449",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,275.0,,,,
24683,10044377,620682782845,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559759973.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,EyesNotFound,8.0,253.0,,,,
24684,10052737,620682791205,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559768332.0,,,1443.0,968.0,1378.0,900.0,1509.0,1037.0,"0,29936","0,30641","-0,90360","0,24822","0,38023","-0,89096",,,Valid,Valid,"230,5","95,5","444,5","294,0","100,7","428,9","377,8","246,3","413,4","283,7","0,8882","0,8965","0,8359","0,8332","0,9405","0,9599",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,276.0,,,,
24685,10061070,620682799538,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559776665.0,,,1511.0,1032.0,,,1511.0,1032.0,,,,"0,24935","0,37771","-0,89172",,"2,69",Invalid,Valid,,,,"294,0","100,7","429,1",,,"414,0","282,4","0,9421","0,9555",,,"0,9421","0,9555",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,276.0,,,,
24686,10069375,620682807843,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559784970.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,EyesNotFound,8.0,254.0,,,,
24687,10077733,620682816201,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559793328.0,,,1443.0,960.0,1371.0,891.0,1516.0,1029.0,"0,29574","0,30235","-0,90616","0,25218","0,37597","-0,89166",,,Valid,Valid,"230,5","95,4","444,8","294,0","100,6","429,1","375,7","243,8","415,4","281,5","0,8879","0,8887","0,8297","0,8250","0,9461","0,9525",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Saccade,25.0,67.0,,,,
24688,10086036,620682824504,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559801630.0,,,1510.0,1026.0,,,1510.0,1026.0,,,,"0,24929","0,37496","-0,89289",,"2,50",Invalid,Valid,,,,"294,1","100,6","429,3",,,"414,0","280,8","0,9419","0,9502",,,"0,9419","0,9502",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Saccade,25.0,67.0,,,,
24689,10094394,620682832862,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559809989.0,,,1338.0,925.0,1338.0,925.0,,,"0,27684","0,32146","-0,90555",,,,,,Valid,Invalid,"230,6","95,2","444,9",,,,"366,6","253,2",,,"0,8032","0,8566","0,8032","0,8566",,,thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Saccade,25.0,67.0,,,,
24690,10102730,620682841198,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559818325.0,,,1424.0,976.0,1339.0,923.0,1509.0,1029.0,"0,27754","0,32026","-0,90576","0,24826","0,37636","-0,89259",,,Valid,Valid,"230,5","95,3","445,1","294,1","100,5","429,3","366,9","252,7","413,5","281,5","0,8723","0,9036","0,8041","0,8548","0,9406","0,9525",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,277.0,,,,
24691,10111065,620682849533,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559826659.0,,,1509.0,1034.0,,,1509.0,1034.0,,,,"0,24778","0,37909","-0,89157",,"2,70",Invalid,Valid,,,,"294,2","100,5","429,4",,,"413,5","283,1","0,9406","0,9577",,,"0,9406","0,9577",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,277.0,,,,
24692,10119369,620682857837,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559834963.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,EyesNotFound,8.0,255.0,,,,
24693,10127699,620682866167,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559843293.0,,,1416.0,983.0,1340.0,934.0,1492.0,1031.0,"0,27745","0,32581","-0,90381","0,23929","0,37835","-0,89420",,,Valid,Valid,"230,6","95,2","445,1","294,1","100,5","429,2","367,2","255,7","409,0","282,1","0,8662","0,9098","0,8050","0,8651","0,9274","0,9545",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,278.0,,,,
24694,10136032,620682874500,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559851626.0,,,1496.0,1030.0,,,1496.0,1030.0,,,,"0,24102","0,37782","-0,89396",,"2,74",Invalid,Valid,,,,"294,2","100,5","429,2",,,"409,9","281,9","0,9301","0,9539",,,"0,9301","0,9539",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,278.0,,,,
24695,10144449,620682882917,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559860042.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,EyesNotFound,8.0,256.0,,,,
24696,10152725,620682891193,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559868319.0,,,1433.0,957.0,1369.0,885.0,1498.0,1028.0,"0,29484","0,29978","-0,90730","0,24256","0,37666","-0,89403",,,Valid,Valid,"230,6","95,3","444,8","294,1","100,6","429,0","375,1","242,3","410,5","281,3","0,8799","0,8857","0,8281","0,8197","0,9317","0,9517",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,279.0,,,,
24697,10161058,620682899526,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559876651.0,,,1488.0,1028.0,,,1488.0,1028.0,,,,"0,23753","0,37737","-0,89508",,"2,68",Invalid,Valid,,,,"294,1","100,6","428,9",,,"408,0","281,4","0,9243","0,9523",,,"0,9243","0,9523",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,279.0,,,,
24698,10169464,620682907932,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559885057.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,EyesNotFound,8.0,257.0,,,,
24699,10177723,620682916191,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559893316.0,,,1425.0,967.0,1367.0,902.0,1483.0,1032.0,"0,29326","0,30848","-0,90490","0,23473","0,37923","-0,89503",,,Valid,Valid,"230,5","95,4","444,5","294,0","100,7","428,7","374,6","246,9","406,4","282,3","0,8732","0,8953","0,8266","0,8355","0,9199","0,9551",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,280.0,,,,
24700,10186054,620682924522,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11559901647.0,,,1488.0,1030.0,,,1488.0,1030.0,,,,"0,23754","0,37792","-0,89485",,"2,68",Invalid,Valid,,,,"294,1","100,7","428,6",,,"407,9","281,7","0,9241","0,9533",,,"0,9241","0,9533",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,280.0,,,,
