,Recording timestamp,Computer timestamp,Sensor,Project name,Export date,Participant name,Recording name,Recording date,Recording date UTC,Recording start time,Recording start time UTC,Recording duration,Timeline name,Recording Fixation filter name,Recording software version,Recording resolution height,Recording resolution width,Recording monitor latency,Eyetracker timestamp,Event,Event value,Gaze point X,Gaze point Y,Gaze point left X,Gaze point left Y,Gaze point right X,Gaze point right Y,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil diameter left,Pupil diameter right,Validity left,Validity right,Eye position left X (DACSmm),Eye position left Y (DACSmm),Eye position left Z (DACSmm),Eye position right X (DACSmm),Eye position right Y (DACSmm),Eye position right Z (DACSmm),Gaze point left X (DACSmm),Gaze point left Y (DACSmm),Gaze point right X (DACSmm),Gaze point right Y (DACSmm),Gaze point X (MCSnorm),Gaze point Y (MCSnorm),Gaze point left X (MCSnorm),Gaze point left Y (MCSnorm),Gaze point right X (MCSnorm),Gaze point right Y (MCSnorm),Presented Stimulus name,Presented Media name,Presented Media width,Presented Media height,Presented Media position X (DACSpx),Presented Media position Y (DACSpx),Original Media width,Original Media height,Eye movement type,Gaze event duration,Eye movement type index,Fixation point X,Fixation point Y,Fixation point X (MCSnorm),Fixation point Y (MCSnorm)
24086,5083804,620677822272,,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",,Eye tracker Calibration end,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EyesNotFound,8.0,95.0,,,,
24087,5083804,620677822272,,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",,ImageStimulusStart,thumbnail_grossTrial (1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EyesNotFound,8.0,95.0,,,,
24088,5086472,620677824940,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11554802198.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,EyesNotFound,8.0,95.0,,,,
24089,5094836,620677833304,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11554810562.0,,,889.0,508.0,889.0,508.0,,,"0,03238","0,10371","-0,99408",,,,,,Valid,Invalid,"229,0","92,4","448,3",,,,"243,6","139,1",,,"0,4428","0,4708","0,4428","0,4708",,,thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,119.0,,,,
24090,5103165,620677841633,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11554818891.0,,,938.0,541.0,886.0,512.0,990.0,570.0,"0,03087","0,10548","-0,99394","-0,04942","0,13457","-0,98967",,,Valid,Valid,"228,9","92,5","448,3","292,9","97,1","433,4","242,9","140,1","271,3","156,1","0,4823","0,5010","0,4407","0,4740","0,5240","0,5280",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,119.0,,,,
24091,5111470,620677849938,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11554827195.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,EyesNotFound,8.0,96.0,,,,
24092,5119803,620677858271,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11554835528.0,,,924.0,530.0,884.0,512.0,964.0,548.0,"0,02937","0,10560","-0,99397","-0,06551","0,12047","-0,99055",,,Valid,Valid,"229,0","92,4","448,1","293,0","97,2","433,5","242,2","140,0","264,3","149,9","0,4711","0,4905","0,4387","0,4737","0,5035","0,5073",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,120.0,,,,
24093,5128135,620677866603,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11554843860.0,,,923.0,527.0,883.0,513.0,964.0,540.0,"0,02884","0,10596","-0,99395","-0,06587","0,11621","-0,99104",,,Valid,Valid,"228,9","92,6","448,1","292,9","97,1","433,5","241,9","140,4","264,1","147,9","0,4704","0,4876","0,4379","0,4749","0,5029","0,5004",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,120.0,,,,
24094,5136496,620677874964,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11554852220.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,EyesNotFound,8.0,97.0,,,,
24095,5144800,620677883268,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11554860524.0,,,927.0,525.0,889.0,513.0,965.0,538.0,"0,03228","0,10602","-0,99384","-0,06522","0,11455","-0,99127",,,Valid,Valid,"229,0","92,5","448,0","293,0","97,2","433,5","243,5","140,3","264,5","147,3","0,4733","0,4865","0,4426","0,4746","0,5040","0,4983",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,121.0,,,,
24096,5153163,620677891631,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11554868887.0,,,925.0,534.0,882.0,524.0,968.0,544.0,"0,02849","0,11238","-0,99326","-0,06301","0,11843","-0,99096",,,Valid,Valid,"228,9","92,6","448,2","293,0","97,1","433,5","241,8","143,3","265,4","148,9","0,4721","0,4943","0,4376","0,4849","0,5067","0,5037",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,121.0,,,,
24097,5161466,620677899934,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11554877190.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,EyesNotFound,8.0,98.0,,,,
24098,5169828,620677908296,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11554885551.0,,,924.0,536.0,881.0,527.0,967.0,545.0,"0,02779","0,11467","-0,99302","-0,06396","0,11870","-0,99087",,,Valid,Valid,"229,0","92,4","448,2","293,1","97,2","433,6","241,6","144,2","265,1","149,1","0,4713","0,4962","0,4369","0,4878","0,5057","0,5045",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,122.0,,,,
24099,5178161,620677916629,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11554893884.0,,,924.0,531.0,881.0,525.0,968.0,538.0,"0,02748","0,11327","-0,99318","-0,06341","0,11466","-0,99138",,,Valid,Valid,"229,0","92,5","448,4","293,0","97,0","433,6","241,4","143,6","265,2","147,2","0,4713","0,4920","0,4363","0,4860","0,5063","0,4980",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,122.0,,,,
24100,5186464,620677924932,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11554902187.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,EyesNotFound,8.0,99.0,,,,
24101,5194797,620677933265,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11554910519.0,,,925.0,534.0,877.0,524.0,973.0,544.0,"0,02527","0,11335","-0,99323","-0,06036","0,11832","-0,99114",,,Valid,Valid,"229,0","92,2","448,7","293,0","97,2","433,6","240,4","143,4","266,6","148,9","0,4718","0,4946","0,4334","0,4853","0,5103","0,5039",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,123.0,,,,
24102,5203129,620677941597,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11554918851.0,,,921.0,532.0,878.0,521.0,964.0,543.0,"0,02599","0,11113","-0,99347","-0,06563","0,11797","-0,99085",,,Valid,Valid,"228,9","92,3","449,0","292,9","97,0","433,6","240,6","142,5","264,2","148,7","0,4687","0,4925","0,4341","0,4821","0,5032","0,5030",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,123.0,,,,
24103,5211502,620677949970,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11554927224.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,EyesNotFound,8.0,100.0,,,,
24104,5219796,620677958264,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11554935517.0,,,919.0,529.0,875.0,521.0,962.0,537.0,"0,02440","0,11195","-0,99341","-0,06678","0,11386","-0,99125",,,Valid,Valid,"228,9","91,9","449,2","292,9","97,2","433,6","239,9","142,6","263,7","147,0","0,4669","0,4898","0,4320","0,4823","0,5018","0,4973",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,42.0,124.0,,,,
24105,5228207,620677966675,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11554943928.0,,,918.0,530.0,878.0,526.0,957.0,534.0,"0,02632","0,11465","-0,99306","-0,06965","0,11241","-0,99122",,,Valid,Valid,"228,8","92,0","449,5","292,9","97,0","433,6","240,7","143,9","262,4","146,2","0,4661","0,4908","0,4343","0,4868","0,4979","0,4947",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,42.0,124.0,,,,
24106,5236470,620677974938,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11554952191.0,,,957.0,534.0,,,957.0,534.0,,,,"-0,06977","0,11230","-0,99122",,"2,59",Invalid,Valid,,,,"292,9","97,1","433,7",,,"262,4","146,2","0,4979","0,4947",,,"0,4979","0,4947",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,42.0,124.0,,,,
24107,5244804,620677983272,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11554960525.0,,,919.0,528.0,880.0,521.0,957.0,535.0,"0,02744","0,11226","-0,99330","-0,07007","0,11225","-0,99121",,,Valid,Valid,"228,8","91,7","449,7","292,9","97,2","433,6","241,3","142,5","262,3","146,3","0,4668","0,4887","0,4360","0,4823","0,4976","0,4951",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,42.0,124.0,,,,
24108,5253178,620677991646,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11554968898.0,,,918.0,529.0,875.0,519.0,961.0,539.0,"0,02421","0,11089","-0,99354","-0,06747","0,11500","-0,99107",,,Valid,Valid,"228,8","91,8","450,0","292,9","97,1","433,6","239,7","142,0","263,4","147,4","0,4662","0,4896","0,4316","0,4805","0,5008","0,4987",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,42.0,124.0,,,,
24109,5261462,620677999930,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11554977182.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,EyesNotFound,8.0,101.0,,,,
24110,5269841,620678008309,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11554985561.0,,,917.0,523.0,874.0,507.0,960.0,540.0,"0,02375","0,10410","-0,99428","-0,06829","0,11522","-0,99099",,,Valid,Valid,"228,9","91,5","450,1","293,0","97,2","433,7","239,7","138,7","263,2","147,7","0,4657","0,4844","0,4313","0,4692","0,5001","0,4996",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Saccade,25.0,43.0,,,,
24111,5278123,620678016591,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11554993842.0,,,963.0,535.0,,,963.0,535.0,,,,"-0,06678","0,11293","-0,99136",,,Invalid,Valid,,,,"293,0","97,1","433,6",,,"263,8","146,5","0,5020","0,4956",,,"0,5020","0,4956",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Saccade,25.0,43.0,,,,
24112,5286457,620678024925,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11555002176.0,,,928.0,591.0,,,928.0,591.0,,,,"-0,08773","0,14710","-0,98522",,"2,61",Invalid,Valid,,,,"293,1","97,1","433,7",,,"254,5","161,9","0,4747","0,5476",,,"0,4747","0,5476",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Saccade,25.0,43.0,,,,
24113,5294870,620678033338,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11555010589.0,,,904.0,554.0,879.0,519.0,929.0,590.0,"0,02647","0,11148","-0,99341","-0,08774","0,14586","-0,98541",,,Valid,Valid,"229,0","91,4","450,4","293,1","97,2","433,7","241,0","141,9","254,5","161,4","0,4549","0,5132","0,4351","0,4802","0,4748","0,5461",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,125.0,,,,
24114,5303150,620678041618,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11555018869.0,,,928.0,589.0,,,928.0,589.0,,,,"-0,08824","0,14575","-0,98538",,,Invalid,Valid,,,,"293,0","97,0","433,7",,,"254,2","161,2","0,4739","0,5454",,,"0,4739","0,5454",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,125.0,,,,
24115,5311487,620678049955,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11555027205.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,EyesNotFound,8.0,102.0,,,,
24116,5319787,620678058255,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11555035505.0,,,894.0,564.0,861.0,538.0,926.0,589.0,"0,01552","0,12342","-0,99223","-0,08913","0,14542","-0,98535",,,Valid,Valid,"229,0","91,3","450,5","293,1","97,1","433,7","236,0","147,3","253,9","161,2","0,4468","0,5219","0,4206","0,4985","0,4730","0,5453",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Saccade,25.0,44.0,,,,
24117,5328119,620678066587,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11555043837.0,,,927.0,593.0,,,927.0,593.0,,,,"-0,08874","0,14807","-0,98499",,,Invalid,Valid,,,,"293,0","97,0","433,7",,,"254,0","162,2","0,4732","0,5487",,,"0,4732","0,5487",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Saccade,25.0,44.0,,,,
24118,5336480,620678074948,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11555052197.0,,,955.0,537.0,,,955.0,537.0,,,,"-0,07132","0,11408","-0,99091",,"2,08",Invalid,Valid,,,,"293,1","97,0","433,8",,,"261,9","146,9","0,4964","0,4970",,,"0,4964","0,4970",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Saccade,25.0,44.0,,,,
24119,5344785,620678083253,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11555060502.0,,,914.0,542.0,871.0,544.0,956.0,539.0,"0,02167","0,12691","-0,99168","-0,07074","0,11553","-0,99078",,,Valid,Valid,"228,9","91,2","450,5","293,1","97,0","433,8","238,8","148,9","262,1","147,6","0,4629","0,5016","0,4287","0,5038","0,4971","0,4995",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,42.0,126.0,,,,
24120,5353120,620678091588,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11555068837.0,,,921.0,527.0,885.0,516.0,956.0,537.0,"0,03050","0,10992","-0,99347","-0,07077","0,11460","-0,99089",,,Valid,Valid,"228,8","91,4","450,5","293,0","96,9","433,8","242,7","141,2","262,0","147,1","0,4684","0,4877","0,4401","0,4779","0,4968","0,4975",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,42.0,126.0,,,,
24121,5361495,620678099963,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11555077211.0,,,959.0,542.0,,,959.0,542.0,,,,"-0,06893","0,11719","-0,99072",,"2,52",Invalid,Valid,,,,"293,1","96,9","433,9",,,"262,9","148,2","0,4993","0,5015",,,"0,4993","0,5015",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,42.0,126.0,,,,
24122,5369793,620678108261,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11555085509.0,,,958.0,540.0,,,958.0,540.0,,,,"-0,06983","0,11599","-0,99079",,,Invalid,Valid,,,,"293,1","97,0","433,8",,,"262,5","147,8","0,4981","0,5001",,,"0,4981","0,5001",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,42.0,126.0,,,,
24123,5378120,620678116588,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11555093836.0,,,920.0,530.0,885.0,517.0,954.0,542.0,"0,03024","0,11053","-0,99341","-0,07182","0,11752","-0,99047",,,Valid,Valid,"228,8","91,5","450,5","293,0","96,9","433,9","242,5","141,6","261,5","148,4","0,4675","0,4905","0,4397","0,4791","0,4953","0,5020",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,42.0,126.0,,,,
24124,5386507,620678124975,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11555102223.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,EyesNotFound,8.0,103.0,,,,
24125,5394783,620678133251,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11555110498.0,,,956.0,544.0,,,956.0,544.0,,,,"-0,07068","0,11832","-0,99046",,,Invalid,Valid,,,,"293,0","97,0","433,9",,,"262,1","148,9","0,4969","0,5037",,,"0,4969","0,5037",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,127.0,,,,
24126,5403113,620678141581,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11555118828.0,,,931.0,507.0,909.0,469.0,953.0,545.0,"0,04484","0,08116","-0,99569","-0,07242","0,11930","-0,99021",,,Valid,Valid,"228,8","91,6","450,4","293,0","96,9","433,9","249,1","128,3","261,2","149,2","0,4767","0,4694","0,4589","0,4340","0,4945","0,5048",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,127.0,,,,
24127,5411492,620678149960,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11555127207.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,EyesNotFound,8.0,104.0,,,,
24128,5419808,620678158276,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11555135522.0,,,956.0,544.0,,,956.0,544.0,,,,"-0,07061","0,11807","-0,99049",,,Invalid,Valid,,,,"293,0","97,1","433,9",,,"262,1","148,9","0,4970","0,5036",,,"0,4970","0,5036",thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,128.0,,,,
24129,5428142,620678166610,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11555143856.0,,,899.0,483.0,899.0,483.0,,,"0,03889","0,08929","-0,99525",,,,,,Valid,Invalid,"228,8","91,7","450,4",,,,"246,4","132,1",,,"0,4510","0,4469","0,4510","0,4469",,,thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,Unclassified,17.0,128.0,,,,
24130,5436444,620678174912,Eye Tracker,Participant0056,08.09.2021,Participant0056,Recording4,08.09.2021,08.09.2021,14:12:52.357,12:12:52.357,65295,Timeline2,Tobii I-VT (Fixation),1.145.28180,1080,1920,"10,00",11555152158.0,,,,,,,,,,,,,,,,,Invalid,Invalid,,,,,,,,,,,,,,,,,thumbnail_grossTrial (1),thumbnail_grossTrial.png,1245.0,1080.0,337.0,0.0,798.0,692.0,EyesNotFound,8.0,105.0,,,,
